id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1468222412382564355,1468222412382564355,2021-12-07 19:44:36 IST,2021-12-07,19:44:36,+0530,841957628204969984,cppunecity,CP Pune City,,RT @PuneCityPolice: Simplifying #NC for you in this post..  We saw a lot of you ask what happens after a Non Cognizable (NC) complaint repo…,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]",[],[],0,15,0,['nc'],[],https://twitter.com/CPPuneCity/status/1468222412382564355,True,0,0,,,,,4707327216,"Simplifying #NC for you in this post..

We saw a lot of you ask what happens after a Non Cognizable (NC) complaint report is filed. Answering that and a lot of other basic questions around it. 

You may ask us if you have any more questions about it..

#KnowYourRights #Pune https://t.co/NyDrQVP2kv",1468222001080721410,[],2021-12-07 19:42:57 IST,,,
1467700385284456450,1467700385284456450,2021-12-06 09:10:15 IST,2021-12-06,09:10:15,+0530,841957628204969984,cppunecity,CP Pune City,,"या पोस्टमध्ये आम्ही #NC बद्दल काही माहिती देत आहोत.  अनेकांना हा प्रश्न पडला आहे की, नॉन कॉग्निझेबल (NC) तक्रार नोंदवल्यानंतर पुढे काय होतं ? ह्याचं  आणि अशा अनेक मूलभूत प्रश्नांची उत्तरे देत आहोत..  याबद्दल आणखी काही प्रश्न असल्यास आम्हाला जरूर विचारा..  #KnowYourRights #Pune  https://t.co/on6VJqJEa7",mr,[],[],"['https://pbs.twimg.com/media/FF5Rs6mVUAQTf_e.jpg', 'https://pbs.twimg.com/media/FF5Rtf_VcAcxfHN.jpg', 'https://pbs.twimg.com/media/FF5Rt22VkAQ7tBC.jpg', 'https://pbs.twimg.com/media/FF5RuMEVcAAOFs1.jpg']",17,59,227,"['nc', 'knowyourrights', 'pune']",[],https://twitter.com/CPPuneCity/status/1467700385284456450,False,0,1,https://pbs.twimg.com/media/FF5Rs6mVUAQTf_e.jpg,,,,,,,[],,,,
1466249192616038408,1466249192616038408,2021-12-02 09:03:43 IST,2021-12-02,09:03:43,+0530,841957628204969984,cppunecity,CP Pune City,,"Most of us commonly assume that when an offence is reported to Police,#FIR is the only provision available.  The offences are actually of 2 types:  1. Cognisable - FIR is registered   2. Non-cognisable (NC) - Recorded in a Register  Introducing #NC in this post..  #KnowYourRights  https://t.co/DFGOQ6t6qo",en,[],[],"['https://pbs.twimg.com/media/FFkp21bUYAQQQqK.jpg', 'https://pbs.twimg.com/media/FFkp3GzVcAY0654.jpg', 'https://pbs.twimg.com/media/FFkp3XNVIAgpQUd.jpg', 'https://pbs.twimg.com/media/FFkp3mgVkAQHfAk.jpg']",61,193,808,"['fir', 'nc', 'knowyourrights']",[],https://twitter.com/CPPuneCity/status/1466249192616038408,False,0,1,https://pbs.twimg.com/media/FFkp21bUYAQQQqK.jpg,,,,,,,[],,,,
1465885269471731713,1465885269471731713,2021-12-01 08:57:37 IST,2021-12-01,08:57:37,+0530,841957628204969984,cppunecity,CP Pune City,,एखादा गुन्हा पोलिसात नोंदवायचा म्हणजे #FIR ही एकमेव तरतूद आहे असं आपल्यापैकी बऱ्याच जणांना वाटतं.  खरंतर गुन्हे दोन प्रकारचे असतात:  1. कॉग्निजेबल - एफआयआर नोंदवणे 2. नॉन - कॉग्निजेबल (एनसी) - रजिस्टर मध्ये नोंद करणे  ह्या पोस्टमध्ये #NC बद्दल जाणून घेऊया..  #KnowYourRights #Pune  https://t.co/sJMDNQygHk,mr,[],[],"['https://pbs.twimg.com/media/FFfe0blWYAEw0wI.jpg', 'https://pbs.twimg.com/media/FFfe2HpXEAUWSia.jpg', 'https://pbs.twimg.com/media/FFfe20cXEAU2eer.jpg', 'https://pbs.twimg.com/media/FFfe3oaXoAINkUj.jpg']",90,314,1689,"['fir', 'nc', 'knowyourrights', 'pune']",[],https://twitter.com/CPPuneCity/status/1465885269471731713,False,0,1,https://pbs.twimg.com/media/FFfe0blWYAEw0wI.jpg,,,,,,,[],,,,
1465528134636171272,1465528134636171272,2021-11-30 09:18:30 IST,2021-11-30,09:18:30,+0530,841957628204969984,cppunecity,CP Pune City,,कार्तिक महिन्यातील ' उत्पत्ती एकादशी' आणि ' श्री संत ज्ञानेश्वर महाराज यांच्या संजीवन समाधी सोहळ्यानिमित्त' साजऱ्या होणाऱ्या श्री क्षेत्र आळंदी यात्रेच्या सर्व भाविकांना हार्दिक शुभेच्छा 🙏🏻 ! जय जय रामकृष्ण हरी !  https://t.co/Ksj2lsZv4i,mr,[],[],['https://pbs.twimg.com/media/FFaaEE0VgAM-tAl.jpg'],14,28,609,[],[],https://twitter.com/CPPuneCity/status/1465528134636171272,False,0,1,https://pbs.twimg.com/media/FFaaEE0VgAM-tAl.jpg,,,,,,,[],,,,
1464437691206963201,1464437691206963201,2021-11-27 09:05:28 IST,2021-11-27,09:05:28,+0530,841957628204969984,cppunecity,CP Pune City,,RT @PuneCityPolice: प्रत्येक नागरिकाला पोलिस स्टेशन किंवा चौकीत येतेवेळी #FIR प्रक्रियेच्या प्रत्येक पैलूबद्दल माहिती असणे हा ह्या मोहिमेचा…,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]",[],[],0,91,0,['fir'],[],https://twitter.com/CPPuneCity/status/1464437691206963201,True,0,0,,,,,4707327216,"प्रत्येक नागरिकाला पोलिस स्टेशन किंवा चौकीत येतेवेळी #FIR प्रक्रियेच्या प्रत्येक पैलूबद्दल माहिती असणे हा ह्या मोहिमेचा मुख्य उद्देश आहे.

आमच्या मागील पोस्टमध्ये FIR नोंद प्रक्रियेच्या चार पायऱ्यांची ओळख झाली. चला, आता अंतिम चार पायऱ्यांविषयी जाणून घेऊया..

#KnowYourRights #Pune https://t.co/5iDv7JZYlc",1464436362044526593,[],2021-11-27 09:00:11 IST,,,
1464075137771261960,1464075137771261960,2021-11-26 09:04:48 IST,2021-11-26,09:04:48,+0530,841957628204969984,cppunecity,CP Pune City,,RT @PuneCityPolice: We are committed to keep the citizens aware on every aspect of the #FIR process under this campaign.  We covered the fi…,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]",[],[],0,52,0,['fir'],[],https://twitter.com/CPPuneCity/status/1464075137771261960,True,0,0,,,,,4707327216,"We are committed to keep the citizens aware on every aspect of the #FIR process under this campaign.

We covered the first 4 steps you encounter while filing an FIR in our last post. Here are the final 4 steps of the same. 

मराठी भाषेतील माहितीसह पुन्हा भेटू..

#KnowYourRights https://t.co/X7AF9hHQLH",1464074894883409920,[],2021-11-26 09:03:50 IST,,,
1463717241795465216,1463717241795465216,2021-11-25 09:22:39 IST,2021-11-25,09:22:39,+0530,841957628204969984,cppunecity,CP Pune City,,RT @PuneCityPolice: 'पोलिस स्टेशन किंवा चौकीत जाण्यापासून' ते 'तुमच्या हातात तक्रारीची प्रत मिळेपर्यंत' #FIR प्रक्रिया प्रत्यक्षरित्या कशी…,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]",[],[],0,211,0,['fir'],[],https://twitter.com/CPPuneCity/status/1463717241795465216,True,0,0,,,,,4707327216,"'पोलिस स्टेशन किंवा चौकीत जाण्यापासून' ते 'तुमच्या हातात तक्रारीची प्रत मिळेपर्यंत' #FIR प्रक्रिया प्रत्यक्षरित्या कशी पार पडते याबाबत पुणे नागरिकांना जागरूक करण्यासाठी आम्ही ह्या प्रक्रियेच्या ८ महत्वाच्या पायऱ्या समाविष्ट करत आहोत.

उर्वरित ४ पायऱ्यांची ओळख पुढील पोस्ट मध्ये.. https://t.co/H61pAMc0EW",1463717039688671234,[],2021-11-25 09:21:51 IST,,,
1463491754036908035,1463491754036908035,2021-11-24 18:26:39 IST,2021-11-24,18:26:39,+0530,841957628204969984,cppunecity,CP Pune City,,"RT @PuneCityPolice: From 'Walking in to a Police Station or Chowky' till 'Receiving the Complaint Copy in your Hand', आम्ही #FIR नोंद प्र…",mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]",[],[],0,111,0,['fir'],[],https://twitter.com/CPPuneCity/status/1463491754036908035,True,0,0,,,,,4707327216,"From 'Walking in to a Police Station or Chowky' till 'Receiving the Complaint Copy in your Hand', आम्ही #FIR नोंद प्रक्रियेच्या महत्त्वाच्या ८ स्टेप्स ची माहिती देत आहोत.

या पोस्टमध्ये पहिल्या ४ स्टेप्स आणि पुढील पोस्टमध्ये शेवटच्या ४ स्टेप्स असा समावेश करत आहोत

#KnowYourRights https://t.co/zVGPA2YhGf",1463491661623820292,[],2021-11-24 18:26:17 IST,,,
1463108202703196160,1463108202703196160,2021-11-23 17:02:33 IST,2021-11-23,17:02:33,+0530,841957628204969984,cppunecity,CP Pune City,,"Pune, I see many citizens are unaware about FIR (First Information Report) process, difference between FIR &amp; NC Offence..आणि ती नोंदवताना समस्या आल्यास पुढे काय करावे..  म्हणून आम्ही येत्या काही दिवसांत तुम्हाला एफ आय आर ह्या महत्त्वाच्या प्रक्रियेबद्दल जागरूक करणार आहोत..  #FIR",und,[],[],[],117,177,1780,['fir'],[],https://twitter.com/CPPuneCity/status/1463108202703196160,False,0,0,,,,,,,,[],,,,
